epoch,train_loss,val_loss,val_acc
1,4.035962966876608,3.850478596348252,0.09450945094509451
2,3.7331376189729606,3.6207453408400077,0.15121512151215122
3,3.5012228980143094,3.441197045529672,0.192019201920192
4,3.318870293938035,3.3116689855688297,0.18901890189018902
5,3.1645280317481297,3.1813065634451934,0.24632463246324632
6,2.0888728380338946,1.571276801719059,0.5478547854785478
7,1.0888269649151718,1.2517675840922602,0.6336633663366337
8,0.6619178369157885,1.094497992832883,0.6783678367836784
9,0.41134877055968216,0.9787385519308941,0.708970897089709
10,0.2656730780156417,0.8984577053307843,0.7545754575457546
11,0.17321716945493296,0.9443713509880884,0.7401740174017402
12,0.13650668125364274,0.912001827997182,0.750975097509751
13,0.09546277173792156,0.8971654343964494,0.7560756075607561
14,0.08232447401952797,0.899326597364715,0.7623762376237624
15,0.059362964300723936,0.862034659532055,0.7701770177017702
16,0.04377220406085168,0.8418279862975238,0.7884788478847885
17,0.04417821872867029,0.8524794819997553,0.7854785478547854
18,0.03220665247927488,0.8160551304124495,0.7914791479147915
19,0.023941965347530153,0.8096209675601177,0.795979597959796
20,0.021114108301635553,0.7854043982795613,0.7983798379837984
21,0.01809183647670594,0.7970097007410433,0.7950795079507951
22,0.018125064555485612,0.816063361299975,0.7944794479447945
23,0.017759225689570165,0.7817976083198521,0.8022802280228023
24,0.015309051530489748,0.7880607576123719,0.7998799879987999
25,0.012392733983937216,0.7866142841886998,0.8061806180618062
26,0.009095341566945843,0.7799071934193758,0.8064806480648065
27,0.010812343184623653,0.7671820599604773,0.8067806780678067
28,0.008954108373076995,0.7750286252410821,0.8070807080708071
29,0.010607065848675415,0.7713757242717938,0.8097809780978098
30,0.010307742042099133,0.7695073865012045,0.8073807380738074
