fold,epoch,train_loss,train_acc,val_loss,val_acc
1,1,3.8540762532552084,0.11033333333333334,3.353629638671875,0.1745
1,2,3.1989633382161458,0.21366666666666667,2.9942138671875,0.249
1,3,2.8722909342447918,0.2828333333333333,2.801949310302734,0.2855
1,4,2.684225643157959,0.325,2.671236526489258,0.3105
1,5,2.5375318272908527,0.35333333333333333,2.590139701843262,0.3275
1,6,1.6039844649632773,0.532,1.1117034749984742,0.6475
1,7,0.6998595846494039,0.7915,0.8126593790054322,0.751
1,8,0.3793988562027613,0.8926666666666667,0.7716032557487488,0.7655
1,9,0.24722198404868445,0.9261666666666667,0.7587217974662781,0.7815
1,10,0.1521471779346466,0.9568333333333333,0.6374795517921448,0.82
1,11,0.11552477731307348,0.966,0.6888719182014466,0.811
1,12,0.07320874339342118,0.9825,0.572214240193367,0.8475
1,13,0.05239973499377568,0.9875,0.6286268184185028,0.8365
1,14,0.03280621365706126,0.9931666666666666,0.5856439203023911,0.8505
1,15,0.04141668713092804,0.989,0.6317286345958709,0.842
1,16,0.02295922253529231,0.9956666666666667,0.5768474655151368,0.8555
1,17,0.020652795811494193,0.9958333333333333,0.6321134543418885,0.8465
1,18,0.013179285208384196,0.998,0.5981044753789901,0.856
1,19,0.009023835321267446,0.9985,0.5539132633209228,0.868
1,20,0.01029065708319346,0.9978333333333333,0.574811158657074,0.859
1,21,0.005942346374193827,0.999,0.5470665520429612,0.872
1,22,0.003975927988688151,0.9998333333333334,0.5567879436016083,0.869
1,23,0.0036872663895289102,0.9993333333333333,0.5497016228437424,0.8655
1,24,0.0026523910760879515,0.9998333333333334,0.5428684776425362,0.8705
1,25,0.002101807177066803,1.0,0.5436984165906906,0.8695
1,26,0.0023417006333669027,0.9998333333333334,0.5428230217695236,0.8695
1,27,0.002102094272772471,1.0,0.5369619561433792,0.869
1,28,0.0019317734042803446,1.0,0.5346852577924729,0.8705
1,29,0.0016704559723536173,1.0,0.5342998447418212,0.8695
1,30,0.0015854738354682922,1.0,0.5392130981683732,0.869
2,1,3.847195068359375,0.10016666666666667,3.41155224609375,0.1635
2,2,3.188915730794271,0.21716666666666667,3.0222978515625,0.2615
2,3,2.862828145345052,0.2875,2.8127505798339842,0.292
2,4,2.6631552937825522,0.32066666666666666,2.666856384277344,0.3365
2,5,2.5218781814575197,0.3478333333333333,2.633215774536133,0.326
2,6,1.5659114424387615,0.545,1.182414005279541,0.6485
2,7,0.6804416445096334,0.7991666666666667,0.9190191984176636,0.731
2,8,0.36947088432312014,0.8895,0.7400569219589234,0.7905
2,9,0.22180851435661317,0.932,0.7712109005451202,0.795
2,10,0.15695509479443231,0.9535,0.727788740158081,0.8055
2,11,0.09904619681835175,0.9741666666666666,0.6900204646587372,0.8225
2,12,0.08184392342964808,0.9783333333333334,0.7042288179397583,0.828
