fold,epoch,train_loss,train_acc,val_loss,val_acc
1,1,4.321130811055501,0.057666666666666665,3.7690625,0.1075
1,2,4.065967700958252,0.0785,3.554056640625,0.13
1,3,3.920883233388265,0.09016666666666667,3.4315234375,0.1465
1,4,3.8888641688028973,0.09966666666666667,3.375906005859375,0.1455
1,5,3.8325134099324543,0.10733333333333334,3.2586209716796875,0.192
1,6,3.084924996058146,0.2205,1.8284674549102784,0.4675
1,7,2.4108233992258707,0.36133333333333334,1.4163269500732423,0.5635
1,8,2.0260765736897786,0.4645,1.1076355133056641,0.6735
1,9,1.8194766311645507,0.5248333333333334,0.955192268371582,0.716
1,10,1.733363081296285,0.555,0.8794460020065308,0.7405
1,11,1.5215084638595582,0.6058333333333333,0.723865336894989,0.799
1,12,1.4302152315775554,0.6411666666666667,0.6789237704277039,0.7945
1,13,1.3793950399557748,0.649,0.6018895301818847,0.828
1,14,1.3357906603018443,0.666,0.5607753417491913,0.839
1,15,1.392277007897695,0.6608333333333334,0.5797026567459106,0.833
1,16,1.1041106067498525,0.728,0.5443907291889191,0.83
1,17,1.2551955240567525,0.688,0.5387217140197754,0.847
1,18,1.247181009610494,0.6833333333333333,0.49650896263122557,0.8575
1,19,1.0248888420263926,0.7381666666666666,0.4921897242069244,0.8525
1,20,1.0987607685128848,0.7163333333333334,0.5053651261329651,0.861
1,21,1.0797872304519018,0.7445,0.48173943734169006,0.8635
1,22,0.973137146393458,0.7796666666666666,0.5100735366344452,0.8705
1,23,0.9799469881455104,0.7608333333333334,0.5141104717254639,0.867
1,24,0.929680023352305,0.7821666666666667,0.4647613141536713,0.869
1,25,0.9656083015998205,0.7585,0.4749878942966461,0.8705
1,26,1.0209424476623534,0.7423333333333333,0.44063672065734866,0.8815
1,27,0.9691384172439576,0.7771666666666667,0.43760301423072817,0.8805
1,28,1.0111331843733788,0.7783333333333333,0.4564862082004547,0.884
1,29,0.8480977603594462,0.7705,0.4191932861804962,0.893
1,30,0.865357257882754,0.8175,0.4138464753627777,0.8895
1,31,0.8758838013013204,0.7716666666666666,0.38882354283332826,0.8995
1,32,0.8227065714597702,0.8286666666666667,0.4090770416259766,0.891
1,33,0.8203290365735689,0.8203333333333334,0.39071005922555924,0.899
1,34,0.8744393663803737,0.8218333333333333,0.3887823017835617,0.8985
1,35,0.809954001446565,0.8011666666666667,0.3783144193887711,0.8965
1,36,0.7206267986297608,0.8355,0.38652757835388185,0.9035
1,37,0.8132357229789098,0.8001666666666667,0.3830187132358551,0.902
1,38,0.8530043110251426,0.7953333333333333,0.38785137510299683,0.904
1,39,0.759659202893575,0.8096666666666666,0.36869653868675234,0.9025
1,40,0.7833305253485838,0.8206666666666667,0.3546277480125427,0.9105
1,41,0.837876027127107,0.8185,0.3518989098072052,0.9065
1,42,0.7195363956987858,0.8246666666666667,0.35223235583305357,0.9095
1,43,0.7619857541322708,0.8281666666666667,0.3531194623708725,0.905
1,44,0.7394492846330006,0.83,0.3537802301645279,0.9085
1,45,0.7453370796541373,0.8438333333333333,0.3500851094722748,0.9075
1,46,0.6298029815355937,0.841,0.34475536274909974,0.9095
1,47,0.8082380342980225,0.8085,0.3512529320716858,0.908
1,48,0.7186729461749395,0.8471666666666666,0.34563502836227417,0.911
1,49,0.9179522263606389,0.7785,0.3443045198917389,0.911
