fold,epoch,train_loss,train_acc,val_loss,val_acc
1,1,3.9280437778114887,0.08527508090614887,3.67695458984375,0.1115
1,2,3.556730301248989,0.1470873786407767,3.396128662109375,0.1765
1,3,3.3023384563359626,0.2,3.188410400390625,0.239
1,4,3.1064300043297433,0.24142394822006472,3.038441162109375,0.279
1,5,2.9662815674223175,0.27621359223300973,2.94346728515625,0.291
1,6,1.5697036533293987,0.5715210355987055,1.0845356407165527,0.674
1,7,0.6698715912099795,0.8019417475728156,0.8037497148513794,0.7495
1,8,0.39861691777374364,0.8763754045307444,0.7576802124977112,0.78
1,9,0.2511587514074875,0.9224919093851133,0.6528140301704407,0.8085
1,10,0.1801210098089138,0.946925566343042,0.6440035519599915,0.8225
1,11,0.15915666185922223,0.9495145631067962,0.5993347270488739,0.835
1,12,0.1182554736106527,0.9650485436893204,0.602087212562561,0.8425
1,13,0.07905246827594671,0.9770226537216828,0.5992133874893188,0.841
1,14,0.07818214735166926,0.9763754045307443,0.572348789691925,0.853
1,15,0.042065700010960154,0.9889967637540453,0.5463786436319351,0.8615
1,16,0.03915215823256854,0.9889967637540453,0.5667756014466285,0.86
1,17,0.06096364275151472,0.9833333333333333,0.6054373893737793,0.8545
1,18,0.04022148762706028,0.9901294498381877,0.5662345566749573,0.868
1,19,0.02979987678404379,0.9915857605177993,0.5438629560470581,0.866
1,20,0.019350636950588536,0.9962783171521036,0.519981661438942,0.879
1,21,0.01396969446858156,0.9969255663430421,0.4917299752831459,0.886
1,22,0.02080955169733288,0.9957928802588997,0.5088623960614205,0.888
1,23,0.01072488193758869,0.9978964401294499,0.49576819771528247,0.8865
1,24,0.00844196160248568,0.9985436893203884,0.5035652659535408,0.887
1,25,0.004930871763661456,0.9998381877022654,0.5003631907105446,0.8895
1,26,0.006217234690212509,0.9991909385113269,0.4895645351409912,0.8925
1,27,0.004448517993044313,0.9996763754045307,0.4856118490099907,0.8925
1,28,0.004779890150699801,0.9995145631067961,0.48037018978595736,0.8965
1,29,0.004790287033253889,0.9993527508090615,0.4778563551306724,0.897
1,30,0.004205032941978726,0.9998381877022654,0.48417821276187895,0.894
2,1,3.8755281022451458,0.09449838187702266,3.5669501953125,0.1635
2,2,3.4102910409081715,0.18462783171521036,3.240447998046875,0.229
2,3,3.1079915167058556,0.24919093851132687,2.9834873657226564,0.266
2,4,2.8921837618435857,0.2941747572815534,2.816203857421875,0.3185
2,5,2.7338159999415326,0.3389967637540453,2.7044427490234373,0.322
2,6,1.4305145328484692,0.5998381877022654,1.1049618196487427,0.666
2,7,0.6175821506475554,0.816504854368932,0.8140037641525268,0.757
2,8,0.37136744280077494,0.88915857605178,0.7769420800209046,0.7705
2,9,0.25652102806807336,0.9205501618122978,0.6975694103240967,0.8035
