fold,epoch,train_loss,train_acc,val_loss,val_acc
1,1,3.7180397243499756,0.15683333333333332,3.2307306079864504,0.2355
1,2,2.97288640721639,0.33666666666666667,2.804029983520508,0.383
1,3,2.656426014582316,0.42683333333333334,2.696762586593628,0.392
1,4,2.467589872996012,0.4771666666666667,2.5541165885925294,0.445
1,5,2.3540295550028483,0.5008333333333334,2.5006573677062987,0.4495
1,6,1.8074536593755086,0.6755,1.63509884929657,0.7155
1,7,1.2627860883076987,0.8693333333333333,1.4898540201187134,0.785
1,8,1.0903899354934692,0.9338333333333333,1.4281990776062012,0.7985
1,9,0.9844729016621907,0.969,1.3405452270507812,0.837
1,10,0.9454699856440226,0.9741666666666666,1.3195822277069091,0.842
1,11,0.9026605908075969,0.9855,1.2727869520187378,0.852
1,12,0.8667797632217408,0.9943333333333333,1.2213387060165406,0.874
1,13,0.8487347113291422,0.9956666666666667,1.195269965171814,0.877
1,14,0.834277592976888,0.9978333333333333,1.1996068906784059,0.8775
1,15,0.8232184836069742,0.9983333333333333,1.1936947050094604,0.88
1,16,0.8125655248959859,0.9986666666666667,1.1653976955413818,0.889
1,17,0.8065105593999227,0.9993333333333333,1.165780752182007,0.8895
1,18,0.7987406098047892,0.9995,1.1637922735214234,0.8935
1,19,0.7934572014808655,0.9996666666666667,1.1678759641647338,0.887
1,20,0.7877534713745117,1.0,1.1497034559249877,0.8885
1,21,0.7857776851654052,0.9996666666666667,1.1453055849075318,0.899
1,22,0.7814714469909668,1.0,1.1346339921951294,0.898
1,23,0.7771573724746704,1.0,1.1328629999160766,0.8985
1,24,0.775650551478068,0.9996666666666667,1.1351741590499878,0.8975
1,25,0.7737120016415914,1.0,1.1305689039230347,0.899
1,26,0.7720764296849568,1.0,1.1275511293411256,0.9015
1,27,0.7704203275044759,1.0,1.125456446647644,0.903
1,28,0.7697121502558391,1.0,1.1263300924301147,0.901
1,29,0.7687009024620056,1.0,1.1248541154861451,0.904
1,30,0.7691801716486613,1.0,1.1261484441757201,0.9015
2,1,3.723803737640381,0.15533333333333332,3.195659614562988,0.2605
2,2,2.970907844543457,0.33116666666666666,2.81845725440979,0.386
2,3,2.64762243270874,0.43,2.66100341796875,0.415
2,4,2.469132630666097,0.4711666666666667,2.579181858062744,0.426
2,5,2.341871495564779,0.5143333333333333,2.4693897132873537,0.461
2,6,1.7917798522313435,0.6788333333333333,1.7248298015594483,0.6885
2,7,1.2599123344421386,0.8726666666666667,1.4534161548614501,0.802
2,8,1.0816398970286052,0.9346666666666666,1.3883979358673095,0.828
2,9,0.9901537125905355,0.9658333333333333,1.350441379547119,0.8375
2,10,0.9275503149032592,0.98,1.3352952375411988,0.842
2,11,0.9022996150652568,0.9846666666666667,1.296793731689453,0.8615
2,12,0.8702937451998393,0.9916666666666667,1.2682277240753175,0.869
2,13,0.851477341969808,0.9956666666666667,1.2746441535949706,0.8665
2,14,0.8376712641716003,0.9971666666666666,1.2316298389434814,0.88
2,15,0.824825956026713,0.9983333333333333,1.2143487691879273,0.8815
2,16,0.8161171623865764,0.9985,1.1887033567428589,0.8885
2,17,0.8055601841608683,0.999,1.1874140911102296,0.8895
2,18,0.7981115153630575,0.999,1.1855577173233032,0.89
2,19,0.7916778044700623,0.9996666666666667,1.168233964920044,0.898
2,20,0.7907230709393819,0.9993333333333333,1.1775171489715577,0.8915
2,21,0.7841468909581503,0.9996666666666667,1.1686462659835815,0.8965
2,22,0.7812095721562703,1.0,1.1510994052886963,0.9055
2,23,0.7785178785324096,1.0,1.1487498817443849,0.9055
2,24,0.7753766651153564,1.0,1.1567073907852172,0.902
2,25,0.7727958299318949,1.0,1.1531210317611695,0.9025
