model,attn,tuning,use_excluded,use_added,crop_bbox,added_repeat,label,folds,epochs,batch_size,lr,optimizer,label_smoothing,num_params,train_time_sec,fold1_val_acc,fold2_val_acc,fold3_val_acc,fold4_val_acc,mean_val_acc,ensemble_test_acc,ensemble_cn_acc
resnet34d,channel,False,True,True,True,1,family,4,400,32,0.001,adamw,0.0,21468038,17188,0.924,0.924,0.9145,0.9185,0.92025,0.9315,0.9199702380952384
