fold,epoch,train_loss,train_acc,val_loss,val_acc
1,1,3.63055353241831,0.14724919093851133,3.025966314315796,0.2455
1,2,2.7493599862342513,0.3174757281553398,2.542853281021118,0.366
1,3,2.3259430925437163,0.4077669902912621,2.2903692054748537,0.3995
1,4,2.109059371763063,0.4590614886731392,2.162616138458252,0.4325
1,5,1.9307307382231778,0.4961165048543689,2.0748837242126466,0.4535
1,6,1.1337285675663007,0.6658576051779935,0.8980089392662048,0.7165
1,7,0.4932495122588568,0.8543689320388349,0.7144506182670594,0.782
1,8,0.29128054503869855,0.9155339805825242,0.6863618023395538,0.796
1,9,0.2088739094803634,0.9378640776699029,0.5840342779159546,0.8385
1,10,0.1730971365491935,0.9475728155339805,0.621702089548111,0.829
1,11,0.11713514340541123,0.9663430420711974,0.6137647385597229,0.8305
1,12,0.08158417715416758,0.9754045307443365,0.5799422649145126,0.8465
1,13,0.07843329852694061,0.9794498381877023,0.6502866382598878,0.8245
1,14,0.07620080786856633,0.9786407766990292,0.5534127991199493,0.8515
1,15,0.058059176059988324,0.9839805825242719,0.5713652281761169,0.8535
1,16,0.052752168925063125,0.9855987055016181,0.5809498648643494,0.8485
1,17,0.030810958485821303,0.9919093851132686,0.5636091741323471,0.857
1,18,0.030777865653694832,0.9914239482200647,0.5668302867412567,0.858
1,19,0.024133601265697226,0.9951456310679612,0.5292897098064423,0.87
1,20,0.015247427315894261,0.997411003236246,0.4849457524418831,0.8755
1,21,0.014573118082793206,0.997411003236246,0.5000529175996781,0.871
1,22,0.010277730301866447,0.9978964401294499,0.50157670712471,0.8765
1,23,0.0075085148218307874,0.9991909385113269,0.5131837370991706,0.874
1,24,0.006307566630681163,0.9993527508090615,0.4891960790157318,0.8795
1,25,0.011590135006782595,0.9975728155339806,0.4890033573806286,0.88
1,26,0.00517040517762858,0.9993527508090615,0.47512187403440476,0.8825
1,27,0.0045883832074412444,0.9993527508090615,0.4862500632107258,0.8825
1,28,0.0037777738154392607,0.9995145631067961,0.4838418817818165,0.8825
1,29,0.003345579972104878,0.9998381877022654,0.4740564852952957,0.8815
1,30,0.00429927630524805,0.9995145631067961,0.4822021333575249,0.878
2,1,3.6232639101330903,0.15048543689320387,3.009287509918213,0.2195
2,2,2.7276297996730867,0.329126213592233,2.5137651290893555,0.3545
2,3,2.3250383369359384,0.4181229773462783,2.264658697128296,0.418
2,4,2.0902621753779043,0.4632686084142395,2.1274236125946047,0.456
2,5,1.928844463940963,0.4894822006472492,2.0312618370056152,0.4695
2,6,1.1188409185718178,0.667799352750809,0.9317563352584839,0.727
2,7,0.47599327887339116,0.8579288025889967,0.7130703125,0.783
2,8,0.2884270941941098,0.9176375404530744,0.7497284164428711,0.779
2,9,0.22300248377531479,0.9309061488673139,0.7006141219139099,0.799
2,10,0.13231357913765707,0.9637540453074434,0.6777669508457184,0.8155
2,11,0.12446382659152873,0.9648867313915858,0.5973140888214111,0.839
2,12,0.100346936869004,0.9736245954692556,0.6166659035682678,0.847
2,13,0.06802073167124613,0.9836569579288026,0.5657145906686782,0.856
2,14,0.06648364601638711,0.9831715210355987,0.5529418947696686,0.862
2,15,0.04700781614504586,0.9883495145631068,0.5809860705137253,0.8595
2,16,0.034997592376948945,0.9919093851132686,0.6002184576392173,0.8555
2,17,0.03811892378460435,0.9888349514563107,0.5618477120399475,0.8645
2,18,0.04418670983569136,0.9865695792880259,0.5563612525463104,0.8655
2,19,0.019221788642982258,0.996116504854369,0.5380022089481353,0.8675
2,20,0.013736265251250232,0.9975728155339806,0.5101415019035339,0.8795
2,21,0.008083768279674466,0.998705501618123,0.4976023533344269,0.885
2,22,0.016307104912113315,0.9969255663430421,0.5089541510343552,0.879
2,23,0.007818079463124853,0.9991909385113269,0.49967299950122834,0.8775
2,24,0.006001196528595049,0.9993527508090615,0.48930223405361173,0.8815
2,25,0.005739974753454955,0.9996763754045307,0.4840690469741821,0.888
2,26,0.003865171855309538,0.9993527508090615,0.48077500915527344,0.885
2,27,0.0044548713620209575,0.9990291262135922,0.4759209303855896,0.888
2,28,0.004269492377084002,0.9995145631067961,0.4788236997127533,0.885
2,29,0.0034958737219674785,0.9996763754045307,0.47679427337646485,0.8855
2,30,0.0037649072299810868,0.9998381877022654,0.4729075163602829,0.8875
3,1,3.581671867710101,0.1576051779935275,2.9912377548217775,0.266
3,2,2.708732420109622,0.3351132686084142,2.5230492086410523,0.373
3,3,2.309292553003552,0.41893203883495145,2.329723349571228,0.3935
3,4,2.0686428033032462,0.4640776699029126,2.1513059301376343,0.4265
3,5,1.9134118885669893,0.49854368932038834,2.0832510719299315,0.446
3,6,1.1261720712516685,0.6627831715210356,0.9149867429733276,0.719
3,7,0.4854846800801052,0.8543689320388349,0.7192421131134034,0.779
3,8,0.2796187556677266,0.9194174757281554,0.6827663669586181,0.8075
3,9,0.2047680194420336,0.9386731391585761,0.6426985613107681,0.818
3,10,0.14218060584515815,0.9585760517799353,0.6560999979972839,0.818
3,11,0.10077304427774207,0.9733009708737864,0.6377308673858643,0.8355
3,12,0.08803477688514685,0.9757281553398058,0.6348400568962097,0.84
3,13,0.08564346515630827,0.976051779935275,0.6469831583499909,0.832
3,14,0.0665281758845624,0.9826860841423948,0.5747337307929993,0.848
3,15,0.062053054744757495,0.9844660194174757,0.649593539237976,0.8365
3,16,0.058150321209025614,0.9838187702265372,0.6369914569854737,0.832
3,17,0.04995259640913179,0.987378640776699,0.5372284913063049,0.8665
3,18,0.023624726470475445,0.9944983818770227,0.5095050876140594,0.873
3,19,0.024021189193268424,0.9946601941747573,0.5678295540809631,0.856
3,20,0.01698886607517413,0.9964401294498382,0.5266227757930756,0.8705
3,21,0.015589973633102229,0.9969255663430421,0.5007624766826629,0.877
3,22,0.007525670688153277,0.9990291262135922,0.5015928945541381,0.881
3,23,0.006512740218234294,0.9990291262135922,0.49962609028816224,0.8815
3,24,0.010401409171509607,0.9985436893203884,0.5010250759124756,0.8835
3,25,0.005272516642899093,0.9996763754045307,0.5138010996580124,0.8755
3,26,0.00629848672263927,0.9993527508090615,0.5052130777835846,0.8815
3,27,0.0052395486215605705,0.9993527508090615,0.5060948640108108,0.883
3,28,0.004387285964846804,0.9995145631067961,0.49978985607624055,0.8815
3,29,0.006677229359480748,0.9993527508090615,0.5007879447937011,0.883
3,30,0.003935764648297554,0.9996763754045307,0.4942849806547165,0.8815
4,1,3.650371706138537,0.143042071197411,3.0816177444458006,0.2665
4,2,2.7477891472936835,0.32864077669902914,2.5503034858703613,0.3615
4,3,2.318472690644002,0.4174757281553398,2.355873104095459,0.401
4,4,2.0817542542145864,0.4679611650485437,2.1726093387603758,0.4375
4,5,1.931675837880971,0.49741100323624593,2.089389163970947,0.452
4,6,1.1435564366744946,0.679126213592233,0.9715842380523682,0.713
4,7,0.483289296573034,0.8588996763754045,0.783851288318634,0.762
4,8,0.309172944613645,0.9080906148867314,0.7092074899673462,0.7895
4,9,0.22009200511626828,0.9355987055016182,0.7401843411922455,0.793
4,10,0.1484777741110055,0.9574433656957929,0.6772217756509781,0.803
4,11,0.09006428343385554,0.9762135922330097,0.6580612242221833,0.8195
4,12,0.09253539041311609,0.974757281553398,0.671949896812439,0.8265
4,13,0.08189740464525315,0.9763754045307443,0.6336056413650513,0.8235
4,14,0.09790028149448939,0.973462783171521,0.602724945873022,0.8345
4,15,0.05494759200701436,0.9865695792880259,0.5624075664281845,0.854
4,16,0.05711578921833856,0.9846278317152104,0.6325921704769134,0.8385
4,17,0.04354727160800429,0.989967637540453,0.5841519230604172,0.8485
4,18,0.022448991650781777,0.9953074433656958,0.5688772290945053,0.861
4,19,0.0333792157736411,0.9927184466019418,0.5550130522251129,0.852
4,20,0.013388294682003149,0.9978964401294499,0.5294144785404206,0.8575
4,21,0.009847322471355446,0.9983818770226537,0.5096034335494042,0.868
4,22,0.008181554190874775,0.9983818770226537,0.5365479602813721,0.8595
4,23,0.00792422156545867,0.9988673139158576,0.490473069190979,0.873
4,24,0.006742062171300253,0.9985436893203884,0.5185505485236644,0.8635
4,25,0.004697746061041806,0.9996763754045307,0.5084113911390304,0.8665
4,26,0.004834570886392424,0.9996763754045307,0.49295830833911897,0.8695
4,27,0.004555639597243693,0.9998381877022654,0.503516824066639,0.8735
4,28,0.004306446829159717,0.9996763754045307,0.4887103905081749,0.8705
4,29,0.003440318228737195,0.9998381877022654,0.4946699098944664,0.873
4,30,0.0033325009774356406,0.9998381877022654,0.495404848754406,0.8715
